Id,SalePrice
1461,115933.78359137508
1462,151610.1204197211
1463,171249.76917906824
1464,196979.21524512133
1465,205253.756892252
1466,172317.69650162797
1467,185417.90097539796
1468,166755.48549206255
1469,191363.03948569403
1470,119501.47274448635
1471,177477.66464861322
1472,98425.34860873908
1473,95037.49025546992
1474,153640.69390975597
1475,122436.87518386498
1476,328041.86734702793
1477,233759.33003658097
1478,306223.2820340227
1479,286552.90815440315
1480,461631.1651041934
1481,321876.66307679954
1482,221553.38386860347
1483,170317.70067283258
1484,176441.8440825913
1485,199160.25457767042
1486,197378.88368349278
1487,324178.44382977317
1488,231117.18036706536
1489,183305.79209844038
1490,233840.2852814245
1491,188003.5575586567
1492,100169.25936463055
1493,191924.64193425982
1494,288040.6572331511
1495,290897.76281553507
1496,232119.5014904757
1497,178650.6566434982
1498,173802.9663761312
1499,175247.4060809074
1500,169410.84561550902
1501,177970.16356754134
1502,168486.02090865147
1503,260620.64916372098
1504,249267.5064777396
1505,231191.83438921568
1506,191972.31800563252
1507,233871.93715445747
1508,188754.83388123906
1509,158451.29508118858
1510,139260.10523907345
1511,144966.77136962925
1512,169730.80575172306
1513,146121.9284372117
1514,152372.50197277157
1515,183793.19894444477
1516,150426.2987152349
1517,170689.43700273836
1518,137286.61194542385
1519,198944.05969001973
1520,125182.15975469442
1521,120241.10409589326
1522,175442.6601781047
1523,106960.6493290478
1524,116333.84131868661
1525,117375.97600897503
1526,111216.99999111902
1527,114427.08007006586
1528,141466.47972259318
1529,138301.33844066158
1530,189759.9454984993
1531,125617.19659136285
1532,101928.76642953795
1533,135282.7568040708
1534,118205.97421617204
1535,135848.99516790747
1536,104623.02989416111
1537,72044.73512192759
1538,151631.3519852632
1539,190398.35568214682
1540,94313.03364875496
1541,126854.07997438376
1542,125006.53842480993
1543,163943.80044828544
1544,87783.9818554762
1545,112825.3094481964
1546,128651.07700591907
1547,118406.72874444541
1548,120805.48737479959
1549,114378.75895127862
1550,121712.33966945295
1551,110788.80115156015
1552,132983.3069423665
1553,135594.22900784315
1554,121834.72229678954
1555,165692.2857841212
1556,101376.12573746432
1557,93868.64224917469
1558,102802.03608673715
1559,80810.55877399392
1560,137089.2477376999
1561,115018.36495044718
1562,131357.9827364169
1563,116078.91642100664
1564,149144.7794912005
1565,138223.57579962583
1566,231176.93090162572
1567,83008.3519350944
1568,239046.01194588753
1569,118127.62217805347
1570,146922.68891657467
1571,121137.34925535381
1572,134095.76463793672
1573,193000.4528864692
1574,116929.33263451557
1575,217673.3996468287
1576,245200.92404471527
1577,183578.4123548882
1578,149907.2611460873
1579,147759.95950755494
1580,196825.9397028499
1581,164165.81374862744
1582,136139.5273048572
1583,290406.78681567323
1584,223826.4175956039
1585,146425.04078267078
1586,72226.50339860798
1587,110808.5962387587
1588,140169.11547587402
1589,100683.09402064625
1590,131218.50649203383
1591,94447.55096236103
1592,112690.99391768924
1593,135864.76072069042
1594,116985.87053788887
1595,109524.09038898986
1596,213897.0629694714
1597,187036.20899157232
1598,206466.71642941952
1599,169418.19062491902
1600,165312.74045042944
1601,69018.94255944707
1602,111720.16918561781
1603,87107.08203646028
1604,241138.27575813522
1605,236424.31656821605
1606,166632.2461562175
1607,174937.1927791675
1608,232038.2480390719
1609,183010.84824790465
1610,160182.56268072614
1611,141506.94328275265
1612,164292.46552055073
1613,162275.0434150593
1614,121762.60167093774
1615,91104.3770743621
1616,77593.69271659017
1617,91297.50276818791
1618,127112.32672532744
1619,142864.302861197
1620,168921.0851855845
1621,133636.8158049949
1622,142891.86675997573
1623,249820.25328863203
1624,203673.97486772266
1625,114154.23324438672
1626,167442.40337252314
1627,186370.08110127345
1628,273256.4181216103
1629,187617.50517980315
1630,323393.45201935165
1631,215659.7408578893
1632,230905.25364956714
1633,184084.8188449087
1634,188542.1931014275
1635,182884.9570731181
1636,163281.28610867975
1637,194275.16143550805
1638,206844.1317492174
1639,182971.87071998822
1640,248850.32051518402
1641,182636.31159343157
1642,247724.96919458307
1643,234686.75895967404
1644,243218.9711152021
1645,226638.04228752299
1646,168959.08708683943
1647,158657.70311603317
1648,126770.91131222734
1649,141945.11667180998
1650,122459.50818572214
1651,126604.33856643683
1652,101209.2454563462
1653,103919.97608721867
1654,150679.01510724748
1655,141550.9513158042
1656,145289.12929661197
1657,149111.72685958465
1658,150659.6571841284
1659,124386.20856409999
1660,154874.7843731841
1661,429707.9927982876
1662,350085.00529026624
1663,349180.39923657954
1664,471603.8897623014
1665,291889.5419297208
1666,315331.3902271302
1667,365937.34937329317
1668,326954.16027185536
1669,298317.0779551286
1670,327465.5070264752
1671,261697.0536205761
1672,401505.1680422084
1673,294854.58704973385
1674,245109.15738417162
1675,201591.66204837855
1676,205055.66185157286
1677,218270.6520179382
1678,458076.9769388576
1679,359245.74453378486
1680,292223.73820268415
1681,243595.64765463938
1682,305764.7644852156
1683,198022.10181024286
1684,187855.46475563047
1685,181823.67291917006
1686,187033.54471474112
1687,182215.7748167367
1688,195510.55642889778
1689,198603.3789629334
1690,206217.14670180035
1691,196406.78572795633
1692,258617.9673713124
1693,180505.3011742464
1694,184003.19035672513
1695,173859.666199533
1696,269654.4830756702
1697,178067.95309334237
1698,342790.2255648599
1699,314875.68163486937
1700,257279.13486293194
1701,276066.62999995425
1702,244415.09658206566
1703,256957.74741509333
1704,272331.9987255449
1705,244757.38872359457
1706,390670.1956849257
1707,199702.70624585278
1708,202678.7640860588
1709,268024.09448379284
1710,229212.29258915925
1711,277168.1341997746
1712,252837.33305538222
1713,266630.3876107725
1714,221096.5762578128
1715,209990.56417993776
1716,175686.12298949907
1717,178979.4848782105
1718,130043.18006487378
1719,197253.11417181804
1720,226014.83972845573
1721,160952.96872573573
1722,120147.94412445951
1723,152432.84675386996
1724,187710.97881397174
1725,227741.51917490986
1726,187522.54570050817
1727,150805.94320609444
1728,174912.29593190888
1729,160791.04950840084
1730,154027.08522386217
1731,119211.79319278576
1732,124829.25416669241
1733,107680.36332664404
1734,116021.38200676053
1735,134093.07630721715
1736,110744.81796274321
1737,324990.65139927855
1738,258987.49449318176
1739,267019.56306644646
1740,207174.43515871177
1741,193893.32809854095
1742,174469.86155527146
1743,191698.6711140402
1744,311766.22265869717
1745,202465.14630283508
1746,225126.99250260525
1747,225974.18349759554
1748,239301.89592663775
1749,152220.44495465807
1750,137359.33702083438
1751,259019.83820123912
1752,118523.47022868364
1753,142677.91694878353
1754,205044.15361758316
1755,163819.80835414538
1756,131082.46237865245
1757,121388.83123893985
1758,146485.6703412361
1759,160340.5004646581
1760,166487.7365963555
1761,150260.6561095247
1762,169500.38807467473
1763,183875.51724898184
1764,116940.05302186962
1765,152920.30822145054
1766,187441.75220185475
1767,216380.28421478003
1768,138393.10224772446
1769,168388.06213559886
1770,156186.0994578745
1771,121522.74799832708
1772,130786.05411639283
1773,128026.11137025898
1774,149324.20141920558
1775,143495.83817016886
1776,129863.07597039691
1777,110087.40882482221
1778,143917.99013577707
1779,114856.65284977408
1780,177160.36839077636
1781,126043.25508040265
1782,88343.4837237077
1783,141427.80585026616
1784,110069.91682612954
1785,122937.0464854317
1786,140744.03344021342
1787,171316.33746703036
1788,67575.10097175717
1789,105588.33948908074
1790,89421.80010679965
1791,190678.9064256406
1792,152149.03485967018
1793,131310.70576644997
1794,167186.94537284668
