Id,SalePrice
1461,125187.45
1462,156870.53
1463,186793.78
1464,196960.67
1465,191411.06
1466,172535.62
1467,174107.89
1468,165769.12
1469,184517.23
1470,124082.52
1471,176632.11
1472,95230.91
1473,99127.79
1474,148531.47
1475,120225.195
1476,370887.25
1477,258419.45
1478,294072.25
1479,296526.0
1480,495320.7
1481,339626.7
1482,209155.94
1483,168988.84
1484,168638.52
1485,179551.98
1486,193337.4
1487,352646.38
1488,239801.14
1489,202379.34
1490,225070.62
1491,190715.73
1492,106026.83
1493,195759.94
1494,309433.53
1495,297478.84
1496,234794.31
1497,180863.61
1498,157658.22
1499,157169.88
1500,148101.61
1501,175057.6
1502,149663.73
1503,307704.1
1504,248389.67
1505,222090.0
1506,193924.27
1507,234553.94
1508,194668.78
1509,173089.72
1510,145468.95
1511,143065.14
1512,169101.69
1513,142281.81
1514,157257.58
1515,195164.73
1516,150631.56
1517,156343.02
1518,137335.28
1519,199783.62
1520,135790.3
1521,135036.62
1522,178625.94
1523,112577.91
1524,121805.484
1525,125251.82
1526,125121.69
1527,108063.305
1528,133310.73
1529,142501.12
1530,171988.25
1531,107639.54
1532,97661.42
1533,142665.38
1534,121450.89
1535,146026.2
1536,106056.46
1537,70906.484
1538,178266.52
1539,188512.52
1540,95363.96
1541,140070.44
1542,132338.03
1543,204238.16
1544,74983.28
1545,112039.695
1546,123894.04
1547,132040.77
1548,127314.81
1549,112166.17
1550,136573.42
1551,119838.97
1552,132183.52
1553,151789.4
1554,113868.89
1555,179396.05
1556,94874.016
1557,102187.8
1558,92564.15
1559,66574.28
1560,135194.47
1561,135982.47
1562,130491.23
1563,122898.34
1564,158088.06
1565,146131.66
1566,242496.92
1567,73706.09
1568,237289.16
1569,138674.69
1570,132364.16
1571,120036.734
1572,146851.98
1573,236443.86
1574,112493.336
1575,232327.25
1576,221412.84
1577,199486.05
1578,151003.38
1579,146287.12
1580,198343.1
1581,158763.58
1582,132305.1
1583,305288.25
1584,229163.75
1585,143548.94
1586,72338.46
1587,99759.41
1588,151194.6
1589,99745.33
1590,124746.49
1591,92678.625
1592,107711.94
1593,130920.53
1594,126157.53
1595,113900.17
1596,228031.64
1597,189288.78
1598,200668.1
1599,175696.16
1600,167334.92
1601,71921.875
1602,117019.234
1603,69397.875
1604,250871.27
1605,230752.62
1606,160858.25
1607,154228.12
1608,220587.72
1609,199715.42
1610,156029.47
1611,132918.34
1612,158706.36
1613,150894.69
1614,121379.21
1615,84567.64
1616,70731.49
1617,90888.555
1618,123345.36
1619,137620.44
1620,144935.27
1621,126588.51
1622,133975.14
1623,235988.58
1624,193424.28
1625,122616.91
1626,156157.8
1627,190076.94
1628,270497.62
1629,186372.42
1630,357072.53
1631,213213.69
1632,238231.28
1633,166859.88
1634,188322.22
1635,176039.98
1636,156948.78
1637,205822.95
1638,201156.89
1639,181125.98
1640,274283.5
1641,183420.34
1642,224765.81
1643,240637.55
1644,233121.58
1645,210564.92
1646,162381.23
1647,168565.19
1648,130602.91
1649,138272.83
1650,122398.195
1651,122252.14
1652,97846.38
1653,95221.46
1654,146798.22
1655,151285.03
1656,139686.25
1657,145693.33
1658,138631.58
1659,129015.36
1660,147567.12
1661,478302.62
1662,438408.47
1663,415768.88
1664,341212.94
1665,312297.06
1666,336531.5
1667,389684.22
1668,333219.06
1669,296614.8
1670,368337.7
1671,261965.81
1672,443673.62
1673,298186.38
1674,248200.95
1675,181114.23
1676,179520.31
1677,219599.72
1678,456035.78
1679,409419.38
1680,343080.97
1681,259247.86
1682,322191.75
1683,172648.38
1684,178576.03
1685,174747.17
1686,172446.97
1687,165846.75
1688,191926.34
1689,196451.9
1690,197756.27
1691,180211.4
1692,275700.97
1693,165256.9
1694,184048.34
1695,169535.25
1696,282199.75
1697,174289.47
1698,380111.56
1699,326578.38
1700,242676.9
1701,279586.88
1702,259099.31
1703,269726.62
1704,288603.38
1705,238780.38
1706,442160.16
1707,216779.61
1708,205508.94
1709,287097.66
1710,225270.75
1711,261503.05
1712,285894.9
1713,274144.9
1714,222450.78
1715,203626.12
1716,191241.0
1717,180141.31
1718,138401.6
1719,196924.05
1720,238692.48
1721,164070.03
1722,125685.34
1723,156929.33
1724,210594.44
1725,236726.34
1726,181235.02
1727,151742.66
1728,177095.11
1729,164920.77
1730,157515.9
1731,120108.99
1732,133921.38
1733,120116.78
1734,124292.984
1735,128648.61
1736,112748.96
1737,357174.7
1738,222049.34
1739,266703.22
1740,209711.6
1741,193729.98
1742,170174.94
1743,176342.11
1744,327401.94
1745,204741.31
1746,193219.06
1747,221084.53
1748,242121.17
1749,149565.14
1750,141080.88
1751,242970.31
1752,120409.82
1753,146845.67
1754,217896.6
1755,166178.92
1756,125324.35
1757,120590.7
1758,141348.61
1759,159108.11
1760,159748.97
1761,145202.7
1762,170465.53
1763,175661.47
1764,116900.664
1765,139503.73
1766,175292.47
1767,207671.81
1768,147943.36
1769,172613.64
1770,143793.66
1771,131579.05
1772,134961.44
1773,141343.36
1774,139484.97
1775,142475.03
1776,128381.54
1777,112170.766
1778,142025.58
1779,115440.8
1780,174887.72
1781,131860.81
1782,89382.81
1783,133807.88
1784,102640.11
1785,119495.79
1786,154597.02
1787,153267.88
1788,59068.797
1789,104504.64
1790,78766.58
1791,180192.86
1792,153381.2
1793,123667.15
1794,143911.5
1795,131832.39
1796,125409.836
1797,122271.26
1798,121104.02
1799,114484.984
1800,125753.68
1801,125549.84
1802,142731.94
1803,146301.78
1804,140325.81
1805,138489.0
1806,114554.336
1807,127523.7
1808,122604.625
1809,115098.914
1810,149541.89
1811,97454.5
1812,99493.19
1813,122951.336
1814,96192.16
1815,55098.55
1816,95225.82
1817,104686.984
1818,135753.0
1819,129298.29
1820,46539.062
1821,110707.77
1822,150647.38
1823,38494.3
1824,128496.805
1825,128607.02
1826,104063.266
1827,108384.19
1828,139009.03
1829,110534.55
1830,134551.1
1831,150004.11
1832,82706.05
1833,134409.25
1834,121867.414
1835,130548.234
1836,137314.6
1837,92223.85
1838,119896.125
1839,88745.34
1840,153946.44
1841,136265.34
1842,76951.1
1843,136145.97
1844,143604.12
1845,135351.86
1846,149487.98
1847,172744.56
1848,59947.875
1849,111176.484
1850,118059.36
1851,153745.28
1852,125576.43
1853,124203.164
1854,167550.66
1855,133696.14
1856,221547.61
1857,166157.05
1858,138001.58
1859,130529.44
1860,151700.55
1861,127652.31
1862,349959.44
1863,342601.97
1864,342601.97
1865,327343.56
1866,326589.28
1867,244616.64
1868,301002.1
1869,196809.7
1870,237090.33
1871,253198.42
1872,170898.67
1873,229527.92
1874,152334.95
1875,202976.22
1876,189232.66
1877,211210.72
1878,216513.5
1879,138285.77
1880,142531.44
1881,245192.38
1882,255277.27
1883,187916.94
1884,200711.55
1885,245973.45
1886,296302.4
1887,194240.95
1888,277384.9
1889,160476.88
1890,115917.28
1891,134411.3
1892,100871.84
1893,124095.06
1894,127461.2
1895,144739.27
1896,127138.27
1897,122235.0
1898,106946.3
1899,157513.64
1900,157728.0
1901,175425.25
1902,143265.97
1903,206144.92
1904,144993.2
1905,189202.33
1906,148712.33
1907,221271.0
1908,107670.03
1909,133917.4
1910,118485.16
1911,203809.52
1912,300979.4
1913,152271.78
1914,46694.8
1915,296808.66
1916,42463.37
1917,255582.73
1918,138801.84
1919,158647.8
1920,150332.64
1921,460952.7
1922,338395.53
1923,228306.69
1924,227004.89
1925,215414.9
1926,407431.75
1927,138744.4
1928,148580.77
1929,124832.06
1930,127282.28
1931,136254.44
1932,130769.04
1933,170054.88
1934,184882.03
1935,167278.28
1936,193017.6
1937,181150.17
1938,168099.47
1939,245759.38
1940,187496.27
1941,177566.44
1942,180271.23
1943,200512.0
1944,364253.75
1945,391042.7
1946,129230.24
1947,304529.6
1948,174096.44
1949,231652.67
1950,185368.42
1951,256926.36
1952,203957.48
1953,163959.12
1954,186792.36
1955,139475.66
1956,300094.06
1957,152930.89
1958,306439.56
1959,137250.17
1960,112535.4
1961,120537.234
1962,96499.41
1963,102116.78
1964,110029.92
1965,143978.22
1966,140595.2
1967,273783.28
1968,457922.84
1969,411259.03
1970,482454.6
1971,466336.44
1972,379192.66
1973,261068.22
1974,332882.1
1975,312999.25
1976,269389.1
1977,362414.84
1978,380255.5
1979,331703.22
1980,206197.62
1981,350348.12
1982,221662.78
1983,207542.53
1984,171586.69
1985,218240.78
1986,217543.2
1987,179636.94
1988,175982.25
1989,193549.75
1990,213403.06
1991,230724.02
1992,207448.92
1993,167459.44
1994,235933.45
1995,194125.6
1996,270193.4
1997,320694.22
1998,339599.47
1999,268850.9
2000,312420.1
2001,262416.4
2002,251128.12
2003,275464.72
2004,264450.1
2005,228628.94
2006,218635.34
2007,254125.67
2008,218207.89
2009,190255.4
2010,197432.7
2011,141736.83
2012,180042.38
2013,178243.73
2014,179603.7
2015,204293.88
2016,187087.23
2017,191590.03
2018,118178.2
2019,131848.86
2020,103471.484
2021,115870.414
2022,177543.06
2023,141645.75
2024,250757.17
2025,360061.56
2026,176017.16
2027,149705.7
2028,157449.97
2029,170267.95
2030,258140.88
2031,231743.94
2032,249197.81
2033,264288.25
2034,160420.27
2035,212756.45
2036,199478.44
2037,199388.66
2038,261671.44
2039,229911.53
2040,270973.22
2041,295904.53
2042,204150.53
2043,179481.78
2044,181366.06
2045,223097.5
2046,152112.55
2047,143093.11
2048,136733.47
2049,138691.36
2050,194097.44
2051,111665.06
2052,138343.27
2053,149146.52
2054,75064.06
2055,155836.89
2056,141963.16
2057,116290.31
2058,213768.69
2059,133126.64
2060,171546.12
2061,174667.03
2062,136456.52
2063,114494.59
2064,141117.34
2065,116253.39
2066,150368.19
2067,102468.86
2068,142344.66
2069,85802.79
2070,113729.87
2071,91207.22
2072,117270.484
2073,134524.28
2074,186568.56
2075,151648.9
2076,125630.81
